,,OFERTA HANDLOWA SELIGA,,,,,,
,,,,,,,,
,,,,,,,,
,,10.11.2024 – 12.12.2024,,,,,,
,,,,,,,,
LP,,NAZWA,ILOŚĆ ZAMÓWIONA,JM,KRAJ,VAT,Cena netto,Cena Brutto
204,106.0016,"WINOGRON BIAŁY INGLEBY I OP 4,5 KG RE",,KG,PERU ,5%,"29,90","31,40"
205,79.0001(1),WINOGRON BIAŁY GIULIANO I OP 7 KG IT,,KG,WŁOCHY,5%,"34,30","36,02"
206,79.0004(1),WINOGRON CZARNY MOŁDAWIA FRESH GRAPES I KG MD,,KG,MOŁDAWIA,5%,"17,65","18,54"
207,79.0001,WINOGRON CZARNY PRINCIPE I OP 6 KG IT,,KG,WŁOCHY,5%,"22,00","23,10"
208,79.0002,WINOGRON RÓŻOWY PRINCIPE I OP 7 KG IT,,KG,WŁOCHY,5%,"20,60","21,63"
209,106.0003,WŁOSZCZYZNA TACKA MAŁA 500 G PL  ,,SZT,POLSKA ,5%,"4,15","4,36"
210,106.0018,WŁOSZCZYZNA TACKA MAŁA 750 G PL,,SZT,POLSKA,5%,"4,50","4,73"
211,,WŁOSZCZYZNA WIĄZKA Z SELEREM 1 KG PL,,SZT,POLSKA ,5%,"5,40","5,67"
212,,"WŁOSZCZYZNA WIĄZKA Z SELEREM 1,5 KG PL",,SZT,POLSKA,5%,"6,95","7,30"
213,,"WŁOSZCZYZNA WIĄZKA Z KAPUSTĄ 1,5 KG PL",,SZT,POLSKA ,5%,"6,95","7,30"
214,,ZIEMNIAK MŁODY CYPR RÓŻOWE OP 20 KG 24/69/414 CY,NOWOŚĆ,KG,CYPR,5%,"5,45","5,73"
215,,ZIEMNIAK CATANIA PL - 14/01/16504  RS OP 15 KG PL,,KG,POLSKA,5%,"1,65","1,74"
216,,ZIEMNIAK CATANIA OP 15 KG PL,,KG,POLSKA,5%,"1,65","1,74"
217,,ZIEMNIAK IRGA PL -   15 KG PL,,KG,POLSKA,5%,"2,10","2,21"
218,121.0025(1),ZIEMNIAK ŻÓŁTY PL - OP 15 KG PL,,KG,POLSKA,5%,"1,20","1,26"
219,,ZIEMNIAK SŁODKI BATAT OP 6 KG EG,,KG,EGIPT,5%,"5,70","5,99"
,83.0001,,,,,,,
,83.0002(1),,,,,,,
225,83.0005(2)(1)(1)(1),BARSZCZ BIAŁY BUTELKA JOWA OP 15 SZT PL,,szt.,POLSKA,5%,"2,30","2,42"
226,83.0002,BARSZCZ BIAŁY SZKŁO 500 ML PL,,szt.,POLSKA,5%,"3,05","3,21"
227,84.0047,BARSZCZ CZERWONY BUTELKA SZKLANA 500 ML PL,,szt.,POLSKA,5%,"4,00","4,20"
228,84.0047,BOROWIK SUSZ KRAJANKA 20 G SZT PL,,SZT,POLSKA ,5%,"5,50","5,78"
229,84.0010,BURACZKI TARTE 520 G SMAK TRADYCJI,,SZT,POLSKA,5%,"3,80","3,99"
230,84.0009(4),BURAK BABUNI Z CHRZANEM SŁOIK PL,,szt.,POLSKA,5%,"5,25","5,52"
231,84.0009,CHIPSY BANANOWE KG PHL,,KG,FILIPINY,5%,"18,05","18,96"
232,,"CHRZAN SŁOIK DUŻY 280 G ""SŁOWIAŃSKIE SKARBY"" PL",,SZT,POLSKA,5%,"5,80","6,09"
233,,CHRZAN SŁOIK DUŻY 290 G SMAK TRADYCJI PL,,SZT,POLSKA,5%,"4,45","4,68"
234,115.0001,"CHRZAN SŁOIK MAŁY 180G ""SŁOWIAŃSKIE SKARBY"" PL",,SZT,POLSKA,5%,"4,20","4,41"
235,87.0003,CHRZAN SŁOIK MAŁY 180G SMAK TRADYCJI PL,,SZT,POLSKA,5%,"3,05","3,21"
236,87.0003(2),CHRZAN TARTY BABUNI SŁOIK DUŻY 300 G PL,,SZT,POLSKA,5%,"6,30","6,62"
237,120.0012,CHRZAN TARTY BABUNI SŁOIK MAŁY 200 G PL,,SZT,POLSKA,5%,"4,70","4,94"
238,1,"CHRZAN TARTY SŁOIK DUŻY 300 G ""KOSZ NATURY"" PL",,SZT,POLSKA,5%,"5,45","5,73"
